Gene name,Mutated samples,Samples tested
RAB37_ENST00000402449,1,9
C12orf4,1,9
RAD51C_ENST00000583539,1,13
TERT_ENST00000508104,1,64
FGFR2_ENST00000357555,1,81
FGFR2_ENST00000369056,1,81
FGFR2_ENST00000346997,1,81
MSH6_ENST00000538136,1,35
FLNB_ENST00000295956,1,26
SYK_ENST00000375747,1,30
TSC2_ENST00000644043,1,32
FYN_ENST00000368667,1,29
CDH20,1,26
MRE11_ENST00000540013,1,30
ACSL6_ENST00000379246,1,26
CDK4_ENST00000312990,1,33
MEN1_ENST00000377316,1,51
NRP2_ENST00000412873,1,26
CAV1_ENST00000393470,1,26
CHEK1_ENST00000534070,1,30
SLITRK6_ENST00000647374,1,26
SSX1,1,26
CTNNB1_ENST00000646725,1,35
MAP3K9_ENST00000554752,1,26
LMO3_ENST00000261169,1,26
ERC1_ENST00000355446,1,26
CD58,1,26
FANCD2_ENST00000383807,1,27
MSH6_ENST00000614496,1,35
MSH2,1,35
CTNNB1_ENST00000646369,1,35
MAML2,1,26
CAV1,1,26
FANCF,1,27
PTK2B_ENST00000517339,1,26
TSC2_ENST00000646388,1,32
TP63_ENST00000392460,1,29
KAT6B_ENST00000372714,1,26
MEN1_ENST00000394374,1,51
CD58_ENST00000457047,1,26
DEPDC5_ENST00000646755,1,26
FOXL2,1,31
CDH20_ENST00000536675,1,26
ERC1_ENST00000546231,1,26
GATA6_ENST00000581694,1,26
DEPDC5_ENST00000642696,1,26
SMAD2_ENST00000586040,1,31
CTNNB1_ENST00000644138,1,35
NOTCH4,1,29
EPHA4_ENST00000409854,1,26
MSH2_ENST00000645506,1,35
SLITRK6,1,26
ERBB3_ENST00000549832,1,32
DEPDC5_ENST00000646465,1,26
ASXL1_ENST00000613218,1,31
ZMYM2_ENST00000382874,1,26
AURKA_ENST00000395913,1,29
MEN1_ENST00000377321,1,51
BCOR,1,32
ACSL6_ENST00000357096,1,26
NRP2_ENST00000357785,1,26
TCF4_ENST00000643689,1,26
CTNNB1,1,35
EPHA7,1,30
STAG2_ENST00000371157,1,31
CYP2C19,1,26
CDK4,1,33
RUNX1_ENST00000358356,1,33
NR4A2,1,26
ABL2,1,28
TSC1_ENST00000642627,1,34
CTNNB1_ENST00000643541,1,35
DEPDC5_ENST00000400242,1,26
AURKA_ENST00000395914,1,29
AURKA_ENST00000371356,1,29
NTRK3_ENST00000629765,1,33
ACSL1_ENST00000454703,1,9
CNKSR2,1,9
MYBPC1_ENST00000545503,1,9
RP2,1,9
ADGRB3_ENST00000546190,1,9
EXO1_ENST00000518483,1,9
HRC,1,9
MYBPC1_ENST00000361685,1,9
KMT2E_ENST00000622386,1,9
ATP13A3_ENST00000645538,1,9
TMEM215,1,9
ABCC5_ENST00000392579,1,9
BRPF3_ENST00000339717,1,9
CTSS_ENST00000448301,1,9
LDLR_ENST00000535915,1,9
DTD2,1,9
ESPN_ENST00000636330,1,9
OR7D4,1,9
KMT2E_ENST00000476671,1,9
BRPF3_ENST00000534400,1,9
INTS13,1,9
CNKSR2_ENST00000645791,1,9
BHMT_ENST00000524080,1,9
FRYL,1,9
ATP2A1,1,9
C6_ENST00000337836,1,9
RAB37_ENST00000392610,1,9
ACSL1_ENST00000504900,1,9
DST_ENST00000421834,1,9
